measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,DALY (per cent),upper,lower
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2004,0.002477734,0.004593,0.000861
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2002,0.594891446,1.120228,0.200071
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2002,5.47E-06,1.03E-05,1.84E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2002,0.002390403,0.004501,0.000804
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2004,0.639534167,1.185483,0.222358
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2004,5.73E-06,1.06E-05,1.99E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2004,0.002477734,0.004593,0.000861
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2003,0.621870738,1.144249,0.213273
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2003,5.58E-06,1.03E-05,1.91E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2003,0.002451885,0.004511,0.000841
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2003,0.621870738,1.144249,0.213273
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2003,5.58E-06,1.03E-05,1.91E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2003,0.002451885,0.004511,0.000841
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2006,0.674675301,1.248428,0.236362
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2006,5.87E-06,1.09E-05,2.05E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2006,0.002532653,0.004686,0.000887
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2007,0.686249726,1.240746,0.23773
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2007,5.84E-06,1.06E-05,2.02E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2007,0.002538953,0.00459,0.00088
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2005,0.65666076,1.209235,0.227725
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2005,5.82E-06,1.08E-05,2.02E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2005,0.00250292,0.004609,0.000868
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2007,0.686249726,1.240746,0.23773
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2007,5.84E-06,1.06E-05,2.02E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2007,0.002538953,0.00459,0.00088
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2006,0.674675301,1.248428,0.236362
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2006,5.87E-06,1.09E-05,2.05E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2006,0.002532653,0.004686,0.000887
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2005,0.65666076,1.209235,0.227725
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2005,5.82E-06,1.08E-05,2.02E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2005,0.00250292,0.004609,0.000868
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2008,0.704473765,1.252325,0.243089
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2008,5.70E-06,1.01E-05,1.97E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2008,0.00256996,0.004569,0.000887
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2009,0.727960601,1.27819,0.253536
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2009,5.62E-06,9.85E-06,1.96E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2009,0.002620171,0.004601,0.000913
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2010,0.725611427,1.272088,0.255376
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2010,5.52E-06,9.60E-06,1.96E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2010,0.002578521,0.00452,0.000907
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2011,0.724759254,1.279579,0.25753
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2011,5.37E-06,9.36E-06,1.92E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2011,0.002542633,0.004489,0.000903
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2009,0.727960601,1.27819,0.253536
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2009,5.62E-06,9.85E-06,1.96E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2009,0.002620171,0.004601,0.000913
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2011,0.724759254,1.279579,0.25753
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2011,5.37E-06,9.36E-06,1.92E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2011,0.002542633,0.004489,0.000903
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2008,0.704473765,1.252325,0.243089
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2008,5.70E-06,1.01E-05,1.97E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2008,0.00256996,0.004569,0.000887
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2012,0.760380288,1.35161,0.268413
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2012,5.52E-06,9.77E-06,1.94E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2012,0.002633915,0.004682,0.00093
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2010,0.725611427,1.272088,0.255376
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2010,5.52E-06,9.60E-06,1.96E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2010,0.002578521,0.00452,0.000907
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2012,0.760380288,1.35161,0.268413
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2012,5.52E-06,9.77E-06,1.94E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2012,0.002633915,0.004682,0.00093
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2014,0.804954549,1.419582,0.295296
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2014,5.58E-06,9.86E-06,2.04E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2014,0.002722075,0.004801,0.000999
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2015,0.827257487,1.5012,0.305273
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2015,5.53E-06,9.90E-06,2.09E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2015,0.002765684,0.005019,0.001021
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2013,0.776991352,1.3473,0.271053
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2013,5.70E-06,9.98E-06,2.02E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2013,0.002658999,0.004611,0.000928
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2014,0.804954549,1.419582,0.295296
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2014,5.58E-06,9.86E-06,2.04E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2014,0.002722075,0.004801,0.000999
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2016,0.849239566,1.57984,0.327379
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2016,5.41E-06,9.79E-06,2.11E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2016,0.002808361,0.005224,0.001083
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2015,0.827257487,1.5012,0.305273
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2015,5.53E-06,9.90E-06,2.09E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2015,0.002765684,0.005019,0.001021
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2016,0.849239566,1.57984,0.327379
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2016,5.41E-06,9.79E-06,2.11E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2016,0.002808361,0.005224,0.001083
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2017,0.871591857,1.638811,0.32849
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2017,5.36E-06,9.74E-06,2.13E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2017,0.002850121,0.005359,0.001074
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2017,0.871591857,1.638811,0.32849
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2017,5.36E-06,9.74E-06,2.13E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2017,0.002850121,0.005359,0.001074
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2019,0.920347671,1.754363,0.350661
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,5.21E-06,9.42E-06,2.08E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,0.002940276,0.005605,0.00112
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2013,0.776991352,1.3473,0.271053
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2013,5.70E-06,9.98E-06,2.02E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2013,0.002658999,0.004611,0.000928
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2018,0.895457489,1.684605,0.335923
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2018,5.34E-06,9.63E-06,2.12E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2018,0.002894176,0.005445,0.001086
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,2018,0.895457489,1.684605,0.335923
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,2018,5.34E-06,9.63E-06,2.12E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2018,0.002894176,0.005445,0.001086
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,2019,0.920347671,1.754363,0.350661
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,2019,5.21E-06,9.42E-06,2.08E-06
1,Deaths,13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,2019,0.002940276,0.005605,0.00112
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,1990,239215.7242,317841.2,173055.5
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,1990,0.053658861,0.066534,0.041502
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,1990,1354.941586,1800.284,980.2034
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,559,Schizophrenia,1,Number,1990,29844.16995,40319.52,20606.78
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,559,Schizophrenia,2,Percent,1990,0.006718271,0.008904,0.004736
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,559,Schizophrenia,3,Rate,1990,169.0403384,228.3738,116.7189
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,567,Depressive disorders,1,Number,1990,78452.2906,110992.2,53032.81
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,567,Depressive disorders,2,Percent,1990,0.017590219,0.023111,0.012657
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,567,Depressive disorders,3,Rate,1990,444.3615544,628.6711,300.3831
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,1992,256063.6948,338546.7,184810.5
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,1992,0.055872352,0.069193,0.043065
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,1992,1362.566859,1801.475,983.4143
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,559,Schizophrenia,1,Number,1992,32374.50692,43780.48,22114.26
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,559,Schizophrenia,2,Percent,1992,0.007089937,0.009339,0.004977
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,559,Schizophrenia,3,Rate,1992,172.2713181,232.9648,117.6745
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,567,Depressive disorders,1,Number,1992,84007.37128,117615,56601.88
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,567,Depressive disorders,2,Percent,1992,0.018321753,0.024032,0.013362
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,567,Depressive disorders,3,Rate,1992,447.0202625,625.8533,301.1901
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,558,Mental disorders,1,Number,1991,247315.9059,327752.5,178177
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,0.054759424,0.067695,0.042416
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,1991,1358.495511,1800.33,978.7183
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,570,Bipolar disorder,1,Number,1992,12340.57599,19419.94,7055.881
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,570,Bipolar disorder,2,Percent,1992,0.002693233,0.003994,0.001593
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1992,65.66670798,103.3374,37.54578
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,571,Anxiety disorders,1,Number,1992,73557.25196,103785.7,48524.16
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,571,Anxiety disorders,2,Percent,1992,0.016050457,0.021575,0.0112
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1992,391.4130579,552.2648,258.2069
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,572,Eating disorders,1,Number,1992,5011.876276,7467.1,3059.681
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,572,Eating disorders,2,Percent,1992,0.001092371,0.001563,0.00071
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,572,Eating disorders,3,Rate,1992,26.66921027,39.73395,16.28118
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,575,Autism spectrum disorders,1,Number,1992,9640.427069,13957.8,6161.812
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,575,Autism spectrum disorders,2,Percent,1992,0.002100455,0.002895,0.001467
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1992,51.29866789,74.27227,32.78825
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,1,Number,1992,1102.255088,1904.82,608.3373
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,2,Percent,1992,0.000239913,0.000397,0.000142
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1992,5.865322903,10.13593,3.237086
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,3,Both,22,All ages,579,Conduct disorder,1,Number,1992,14952.1315,23917.38,8099.225
